B,8.870835157126663
D,7.663792531593928
B,8.086882528215314
A,2.095076088149752
E,8.591173620481976
C,5.104873658361376
B,6.706358136364042
A,3.2334205501216697
B,7.289229540529105
E,6.620199324104387
D,1.985612796650781
E,8.006662072101527
C,2.4741563317125084
D,1.3213119277124115
C,9.646133794555512
E,9.015526742977798
E,5.767630178127616
D,2.130254887391573
B,9.664284732107387
E,6.533864993453245
D,8.899280862834448
A,9.64991019301159
B,5.378838751034333
B,7.610559184770842
A,2.2176164834768666
A,5.90107830271003
C,1.319057893005429
B,6.96642485690816
C,5.4908325806852005
C,4.901077117697719
