D,5.603239843964518
C,3.3164457525832423
E,9.679891130769482
A,4.908339935720807
A,3.2747195302368266
B,9.539214082986154
C,9.164017981826909
A,6.902673425422517
B,8.307656275126396
C,4.406150668884355
E,1.1237278204054904
A,1.2963810583716504
E,9.379402133877424
B,2.781511568824281
C,2.9187569651928156
A,4.943632874416759
E,1.246924270601824
B,7.760737265347048
A,6.617185806604371
B,1.1027931020595851
C,3.117674513145437
E,9.742941284226058
B,3.120259701529592
E,3.7531640954171004
E,6.645625557863001
B,2.5562522349722987
A,4.089934259084413
E,1.1816448502524475
C,7.399245496440358
A,1.8696762349572214
