D,9.226441379821805
E,1.6772105935510304
E,7.355157525705371
A,1.2314760130417421
C,2.7387472527227965
B,9.353317824260609
E,3.5590937446977424
C,4.514693716319035
E,7.001333147767822
C,3.204010339133175
C,4.235863036866066
C,9.22414220396351
A,2.9917055435177344
A,3.445270344576386
B,4.385433638268537
C,6.482324801513464
E,9.10237529709227
A,2.567380967779771
C,8.65643018638503
C,5.719237423854697
B,4.297765602005473
D,4.229899464535696
B,2.2175670866025636
A,1.2104940481369177
C,7.722599618058231
C,4.495931209076103
B,4.3575276551869315
A,8.919141237403679
C,6.750558339973999
B,2.785271835215048
